연도,회차,일차,경주,1위,2위,3위,단승식,연승식,쌍승식,복승식,삼복승식,쌍복승,삼쌍승,Refund
2013,42,1,13R,② 정훈민,④ 권현기,③ 신동길,(2) 4.8,"(2) 2.3, (4) 2.4",(2-4) 22.6,(2-4) 12.7,(2-3-4) 8.5,-,-,①
2013,42,1,14R,② 길현태,① 이경원,⑤ 진석현,(2) 1.8,"(2) 1.1, (1) 1.8",(2-1) 4.1,(1-2) 2.3,(1-2-5) 4.6,-,-,
2013,42,1,15R,④ 정민수,⑥ 강지환,① 류성원,(4) 2.0,"(4) 1.1, (6) 6.9",(4-6) 7.1,(4-6) 6.1,(1-4-6) 5.1,-,-,
2013,41,2,01R,③ 경상수,⑥ 김세원,① 박진서,(3) 1.7,"(3) 1.6, (6) 4.2",(3-6) 18.9,(3-6) 18.0,(1-3-6) 30.7,-,-,
2013,41,2,02R,④ 권오현,① 김종희,⑤ 김태규,(4) 5.7,"(4) 2.9, (1) 1.7",(4-1) 19.8,(1-4) 7.7,(1-4-5) 29.0,-,-,
2013,41,2,03R,③ 정훈민,② 권명호,① 손동민,(3) 18.4,"(3) 8.6, (2) 1.5",(3-2) 88.4,(2-3) 32.7,(1-2-3) 21.7,-,-,
2013,41,2,04R,④ 최광성,⑤ 사재준,① 최영재,(4) 8.7,"(4) 2.1, (5) 1.8",(4-5) 18.0,(4-5) 10.2,(1-4-5) 8.4,-,-,
2013,41,2,05R,④ 조현귀,② 김종목,③ 박설희,(4) 9.8,"(4) 3.3, (2) 1.8",(4-2) 42.4,(2-4) 16.1,(2-3-4) 33.1,-,-,
2013,41,2,06R,② 한 진,④ 김대선,⑤ 김동경,(2) 1.3,"(2) 1.0, (4) 1.8",(2-4) 2.5,(2-4) 1.9,(2-4-5) 5.3,-,-,
2013,41,2,07R,④ 전정환,③ 윤영일,② 문주엽,(4) 6.7,"(4) 2.7, (3) 1.0",(4-3) 17.3,(3-4) 4.6,(2-3-4) 11.1,-,-,
2013,41,2,08R,① 이승일,③ 박종덕,④ 김희용,(1) 1.7,"(1) 1.3, (3) 2.2",(1-3) 6.9,(1-3) 5.1,(1-3-4) 6.7,-,-,
2013,41,2,09R,② 정인교,③ 김신오,① 유근영,(2) 2.2,"(2) 1.5, (3) 1.8",(2-3) 7.8,(2-3) 5.2,(1-2-3) 11.5,-,-,
2013,41,2,10R,⑤ 배혜민,③ 이창규,⑥ 김종희,(5) 8.4,"(5) 3.0, (3) 1.8",(5-3) 25.5,(3-5) 10.0,(3-5-6) 30.0,-,-,
2013,41,2,11R,② 이태희,⑥ 권명호,① 최광성,(2) 1.6,"(2) 1.1, (6) 3.2",(2-6) 8.5,(2-6) 6.4,(1-2-6) 7.7,-,-,
2013,41,2,12R,④ 김효년,⑥ 김민길,① 박정아,(4) 1.7,"(4) 1.2, (6) 4.6",(4-6) 13.4,(4-6) 12.6,(1-4-6) 9.2,-,-,
2013,41,2,13R,① 김국흠,⑤ 임인섭,⑥ 손동민,(1) 2.6,"(1) 1.5, (5) 2.8",(1-5) 10.7,(1-5) 7.8,(1-5-6) 16.3,-,-,
2013,41,2,14R,② 사재준,⑥ 김종목,④ 이흥우,(2) 2.8,"(2) 1.5, (6) 3.7",(2-6) 14.3,(2-6) 10.4,(2-4-6) 40.2,-,-,
2013,41,2,15R,⑤ 이승일,⑥ 전두식,④ 윤동오,(5) 1.9,"(5) 1.2, (6) 4.1",(5-6) 13.2,(5-6) 11.9,(4-5-6) 23.2,-,-,
2013,41,1,01R,① 조현귀,② 이시원,④ 여현창,(1) 2.9,"(1) 1.5, (2) 3.0",(1-2) 8.4,(1-2) 5.6,(1-2-4) 2.4,-,-,
2013,41,1,02R,④ 김국흠,⑤ 곽현성,③ 송종해,(4) 4.9,"(4) 2.1, (5) 1.7",(4-5) 12.1,(4-5) 7.7,(3-4-5) 5.2,-,-,
2013,41,1,03R,⑤ 윤영일,⑥ 이종인,④ 사재준,(5) 2.8,"(5) 2.2, (6) 5.6",(5-6) 20.4,(5-6) 20.6,(4-5-6) 27.5,-,-,
2013,41,1,04R,② 서화모,⑥ 최영재,④ 김선필,(2) 2.0,"(2) 1.4, (6) 5.3",(2-6) 9.9,(2-6) 8.2,(2-4-6) 5.4,-,-,
2013,41,1,05R,① 김희용,④ 이재학,⑥ 정인교,(1) 5.0,"(1) 2.9, (4) 1.6",(1-4) 10.0,(1-4) 3.5,(1-4-6) 3.9,-,-,
2013,41,1,06R,⑥ 전정환,④ 손동민,③ 이태희,(6) 14.9,"(6) 3.2, (4) 2.6",(6-4) 70.4,(4-6) 26.0,(3-4-6) 6.4,-,-,
2013,41,1,07R,② 이종우,⑤ 윤동오,① 김정민,(2) 3.8,"(2) 1.8, (5) 7.2",(2-5) 40.0,(2-5) 36.9,(1-2-5) 42.0,-,-,
2013,41,1,08R,③ 김대선,② 김효년,① 경상수,(3) 14.3,"(3) 2.5, (2) 1.2",(3-2) 35.7,(2-3) 4.7,(1-2-3) 4.1,-,-,
2013,41,1,09R,② 류성원,④ 박정아,③ 김동경,(2) 3.2,"(2) 1.8, (4) 1.4",(2-4) 5.7,(2-4) 3.0,(2-3-4) 9.5,-,-,
2013,41,1,10R,④ 신동길,② 임인섭,⑥ 손제민,(4) 10.0,"(4) 4.1, (2) 2.2",(4-2) 45.6,(2-4) 19.6,(2-4-6) 23.4,-,-,
2013,41,1,11R,② 곽현성,⑥ 김종민,④ 박종덕,(2) 2.4,"(2) 1.3, (6) 3.0",(2-6) 6.2,(2-6) 3.7,(2-4-6) 12.8,-,-,
2013,41,1,12R,① 김신오,④ 김민길,② 이경섭,(1) 2.6,"(1) 1.9, (4) 2.7",(1-4) 19.8,(1-4) 14.2,(1-2-4) 20.8,-,-,
2013,41,1,13R,② 윤영일,① 김선필,④ 한 진,(2) 2.6,"(2) 1.5, (1) 1.4",(2-1) 9.2,(1-2) 4.7,(1-2-4) 2.9,-,-,
2013,41,1,14R,⑤ 김효년,③ 정인교,⑥ 강지환,(5) 1.9,"(5) 1.2, (3) 1.4",(5-3) 3.4,(3-5) 2.1,(3-5-6) 6.0,-,-,
2013,41,1,15R,① 이재학,② 김승택,④ 김세원,(1) 1.4,"(1) 1.1, (2) 5.9",(1-2) 10.2,(1-2) 9.1,(1-2-4) 8.3,-,-,
2013,40,2,01R,④ 김민천,⑤ 박석문,① 구현구,(4) 1.4,"(4) 1.0, (5) 5.8",(4-5) 5.4,(4-5) 4.5,(1-4-5) 7.3,-,-,
2013,40,2,02R,⑤ 길현태,② 진석현,⑥ 권오현,(5) 2.0,"(5) 1.6, (2) 1.1",(5-2) 4.8,(2-5) 2.1,(2-5-6) 5.0,-,-,
2013,40,2,03R,④ 신동열,⑥ 이지수,③ 구본수,(4) 15.4,"(4) 4.0, (6) 2.3",(4-6) 58.7,(4-6) 31.8,(3-4-6) 89.9,-,-,
2013,40,2,04R,⑤ 김종민,⑥ 정주현,④ 지용민,(5) 1.2,"(5) 1.2, (6) 1.8",(5-6) 2.3,(5-6) 2.0,(4-5-6) 18.3,-,-,
2013,40,2,05R,④ 강영길,⑥ 최영재,⑤ 우진수,(4) 7.1,"(4) 3.8, (6) 2.2",(4-6) 37.5,(4-6) 21.5,(4-5-6) 52.1,-,-,
2013,40,2,06R,④ 임태경,⑤ 조성인,⑥ 최재원,(4) 1.6,"(4) 1.3, (5) 3.0",(4-5) 5.9,(4-5) 4.6,(4-5-6) 10.8,-,-,
2013,40,2,07R,① 이태희,③ 나병창,④ 민영건,(1) 1.3,"(1) 1.0, (3) 1.4",(1-3) 2.3,(1-3) 1.7,(1-3-4) 3.8,-,-,
2013,40,2,08R,① 김강현,② 권오현,⑥ 사재준,(1) 5.3,"(1) 2.6, (2) 1.8",(1-2) 16.7,(1-2) 9.3,(1-2-6) 7.2,-,-,
2013,40,2,09R,⑥ 구현구,⑤ 이상문,② 박규순,(6) 19.5,"(6) 2.0, (5) 25.2",(6-5) 403.0,(5-6) 131.0,(2-5-6) 170.8,-,-,
2013,40,2,10R,② 김민천,⑥ 유해광,⑤ 김응선,(2) 1.2,"(2) 1.1, (6) 3.7",(2-6) 5.5,(2-6) 5.2,(2-5-6) 14.9,-,-,
2013,40,2,11R,③ 우진수,⑥ 정종훈,② 신동열,(3) 2.6,"(3) 1.2, (6) 8.8",(3-6) 18.4,(3-6) 14.5,(2-3-6) 11.6,-,-,
2013,40,2,12R,② 손지영,④ 김계영,① 박정아,(2) 3.3,([]) 1.0,(2-4) 8.9,(2-4) 4.9,([]-[]-[]) 1.0,-,-,③ ⑤ ⑥
2013,40,2,13R,④ 김종목,③ 전정환,① 이용세,(4) 2.0,"(4) 1.6, (3) 6.7",(4-3) 18.3,(3-4) 13.1,(1-3-4) 9.8,-,-,
2013,40,2,14R,③ 사재준,⑥ 오세준,④ 김도환,(3) 1.9,"(3) 1.3, (6) 1.8",(3-6) 5.8,(3-6) 3.8,(3-4-6) 11.6,-,-,
2013,40,2,15R,④ 이태희,③ 정주현,⑤ 문안나,(4) 3.1,"(4) 1.5, (3) 1.6",(4-3) 3.8,(3-4) 1.6,(3-4-5) 5.3,-,-,
2013,40,1,01R,⑥ 이태희,① 유해광,③ 손지영,(6) 3.5,"(6) 1.8, (1) 2.1",(6-1) 14.7,(1-6) 7.3,(1-3-6) 3.0,-,-,
2013,40,1,02R,⑤ 김종목,③ 김민천,⑥ 강창효,(5) 5.3,"(5) 1.4, (3) 1.4",(5-3) 6.3,(3-5) 1.8,(3-5-6) 4.4,-,-,
2013,40,1,03R,① 안지민,⑥ 나병창,② 정용진,(1) 1.8,"(1) 1.2, (6) 5.2",(1-6) 14.1,(1-6) 10.4,(1-2-6) 9.7,-,-,
2013,40,1,04R,① 원용관,③ 임태경,⑤ 이재학,(1) 9.2,"(1) 1.9, (3) 1.3",(1-3) 18.5,(1-3) 4.7,(1-3-5) 4.3,-,-,
2013,40,1,05R,④ 오세준,③ 길현태,① 이지수,(4) 2.6,"(4) 1.7, (3) 1.5",(4-3) 8.0,(3-4) 2.7,(1-3-4) 4.3,-,-,
2013,40,1,06R,③ 장수영,① 김정구,② 이주영,(3) 1.3,"(3) 1.2, (1) 3.3",(3-1) 7.8,(1-3) 5.7,(1-2-3) 5.3,-,-,
2013,40,1,07R,① 정주현,② 우진수,⑥ 김계영,(1) 1.4,"(1) 1.2, (2) 2.3",(1-2) 3.5,(1-2) 2.8,(1-2-6) 4.3,-,-,
2013,40,1,08R,① 김종민,⑤ 손지영,② 김도환,(1) 1.2,"(1) 1.1, (5) 2.7",(1-5) 4.8,(1-5) 4.0,(1-2-5) 16.0,-,-,
2013,40,1,09R,① 김종목,⑥ 홍기철,⑤ 안지민,(1) 1.4,"(1) 1.0, (6) 20.0",(1-6) 43.0,(1-6) 28.6,(1-5-6) 11.3,-,-,
2013,40,1,10R,② 오세준,④ 유해광,① 나병창,(2) 1.6,"(2) 1.1, (4) 3.5",(2-4) 7.5,(2-4) 6.2,(1-2-4) 4.7,-,-,
2013,40,1,11R,② 경상수,③ 이재학,⑤ 전정환,(2) 2.0,"(2) 1.6, (3) 1.7",(2-3) 5.3,(2-3) 3.0,(2-3-5) 11.7,-,-,
2013,40,1,12R,② 강영길,① 조성인,④ 이상문,(2) 2.6,"(2) 1.3, (1) 1.4",(2-1) 4.2,(1-2) 1.9,(1-2-4) 13.6,-,-,
2013,40,1,13R,④ 박정아,② 사재준,① 박영수,(4) 2.9,"(4) 1.3, (2) 1.1",(4-2) 7.1,(2-4) 1.9,(1-2-4) 3.7,-,-,
2013,40,1,14R,③ 최영재,④ 박설희,⑥ 김민천,(3) 2.7,"(3) 1.4, (4) 5.1",(3-4) 15.9,(3-4) 12.6,(3-4-6) 6.4,-,-,
2013,40,1,15R,④ 김종민,⑥ 한종석,③ 김지현,(4) 1.4,"(4) 1.1, (6) 5.0",(4-6) 8.6,(4-6) 7.7,(3-4-6) 22.3,-,-,
2013,39,2,01R,② 이종우,⑤ 손제민,④ 권명호,(2) 2.5,"(2) 1.8, (5) 2.4",(2-5) 8.0,(2-5) 6.1,(2-4-5) 4.9,-,-,
2013,39,2,02R,③ 김민길,④ 윤영일,② 이종인,(3) 6.6,"(3) 2.1, (4) 1.5",(3-4) 22.1,(3-4) 9.6,(2-3-4) 3.4,-,-,⑥
2013,39,2,03R,② 김정민,③ 정용진,① 김강현,(2) 1.9,"(2) 1.4, (3) 1.6",(2-3) 4.7,(2-3) 3.4,(1-2-3) 13.4,-,-,
2013,39,2,04R,③ 윤동오,⑤ 강지환,② 어선규,(3) 8.4,"(3) 2.9, (5) 4.8",(3-5) 97.3,(3-5) 62.1,(2-3-5) 6.1,-,-,
2013,39,2,05R,① 이주영,⑤ 박진서,⑥ 박광혁,(1) 3.3,"(1) 1.5, (5) 7.9",(1-5) 122.8,(1-5) 79.3,(1-5-6) 113.8,-,-,
2013,39,2,06R,④ 구현구,② 김신오,① 김명진,(4) 9.9,"(4) 2.6, (2) 1.3",(4-2) 24.1,(2-4) 5.2,(1-2-4) 4.3,-,-,
2013,39,2,07R,① 정인교,④ 지현욱,② 이흥우,(1) 1.8,"(1) 1.0, (4) 3.8",(1-4) 9.9,(1-4) 8.1,(1-2-4) 21.7,-,-,
2013,39,2,08R,② 이창규,⑥ 한 진,⑤ 김세원,(2) 2.2,"(2) 1.8, (6) 1.4",(2-6) 4.2,(2-6) 2.6,(2-5-6) 3.5,-,-,
2013,39,2,09R,① 손제민,② 황만주,⑥ 김태규,(1) 1.3,"(1) 1.2, (2) 2.5",(1-2) 5.1,(1-2) 3.8,(1-2-6) 18.3,-,-,
2013,39,2,10R,② 김효년,④ 김기한,① 서화모,(2) 1.2,"(2) 1.1, (4) 1.3",(2-4) 2.2,(2-4) 1.7,(1-2-4) 2.7,-,-,
2013,39,2,11R,① 이시원,② 김대선,④ 정종훈,(1) 5.2,"(1) 2.4, (2) 1.7",(1-2) 13.4,(1-2) 6.3,(1-2-4) 12.2,-,-,
2013,39,2,12R,③ 박석문,① 윤영일,⑤ 김정민,(3) 3.8,"(3) 1.6, (1) 1.7",(3-1) 11.8,(1-3) 5.5,(1-3-5) 10.0,-,-,
2013,39,2,13R,④ 임태경,① 이종한,⑤ 김민길,(4) 3.0,"(4) 1.3, (1) 3.9",(4-1) 13.8,(1-4) 8.1,(1-4-5) 11.7,-,-,
2013,39,2,14R,③ 한 진,⑤ 어선규,⑥ 정인교,(3) 1.6,"(3) 1.1, (5) 1.1",(3-5) 2.8,(3-5) 1.7,(3-5-6) 2.6,-,-,
2013,39,2,15R,④ 김효년,① 김세원,⑤ 김명진,(4) 1.3,"(4) 1.0, (1) 1.7",(4-1) 2.8,(1-4) 2.0,(1-4-5) 3.7,-,-,
2013,39,1,01R,⑥ 윤영근,③ 이주영,⑤ 정종훈,(6) 2.7,"(6) 1.3, (3) 1.5",(6-3) 6.0,(3-6) 2.5,(3-5-6) 4.8,-,-,
2013,39,1,02R,③ 이창규,⑥ 김민길,② 류성원,(3) 2.5,"(3) 1.4, (6) 4.3",(3-6) 13.6,(3-6) 8.3,(2-3-6) 3.9,-,-,
2013,39,1,03R,① 임태경,④ 이종인,⑥ 윤동오,(1) 1.5,"(1) 1.3, (4) 2.0",(1-4) 4.2,(1-4) 2.9,(1-4-6) 12.0,-,-,
2013,39,1,04R,① 한 진,③ 손제민,⑥ 박석문,(1) 1.3,"(1) 1.2, (3) 1.6",(1-3) 2.8,(1-3) 2.0,(1-3-6) 3.1,-,-,
2013,39,1,05R,⑥ 윤영일,③ 박민수,⑤ 주은석,(6) 13.5,"(6) 5.9, (3) 2.2",(6-3) 87.7,(3-6) 27.9,(3-5-6) 7.4,-,-,
2013,39,1,06R,⑥ 김신오,① 권명호,③ 김세원,(6) 15.3,"(6) 2.5, (1) 1.1",(6-1) 17.8,(1-6) 4.7,(1-3-6) 2.9,-,-,
2013,39,1,07R,⑤ 신동길,④ 정인교,② 정종훈,(5) 4.4,"(5) 1.8, (4) 2.1",(5-4) 25.5,(4-5) 7.5,(2-4-5) 22.1,-,-,
2013,39,1,08R,④ 김정민,② 김영욱,① 김민길,(4) 10.8,"(4) 1.9, (2) 3.7",(4-2) 55.2,(2-4) 23.9,(1-2-4) 25.2,-,-,
2013,39,1,09R,⑥ 이종우,① 김기한,③ 어선규,(6) 25.1,"(6) 5.3, (1) 1.8",(6-1) 89.9,(1-6) 32.1,(1-3-6) 6.3,-,-,
2013,39,1,10R,② 한 운,⑤ 황만주,① 이현재,(2) 3.5,"(2) 2.7, (5) 1.7",(2-5) 14.9,(2-5) 7.0,(1-2-5) 18.5,-,-,
2013,39,1,11R,② 윤영근,④ 임인섭,⑤ 김국흠,(2) 1.3,"(2) 1.0, (4) 2.9",(2-4) 4.8,(2-4) 4.1,(2-4-5) 4.2,-,-,
2013,39,1,12R,⑥ 이창규,④ 조현귀,⑤ 김승택,(6) 5.8,"(6) 2.8, (4) 2.6",(6-4) 26.9,(4-6) 11.8,(4-5-6) 19.7,-,-,
2013,39,1,13R,③ 김신오,⑥ 김대선,⑤ 최광성,(3) 2.7,"(3) 1.4, (6) 3.5",(3-6) 17.6,(3-6) 12.7,(3-5-6) 14.9,-,-,
2013,39,1,14R,⑤ 김효년,④ 이시원,⑥ 권명호,(5) 1.5,"(5) 1.0, (4) 18.1",(5-4) 20.3,(4-5) 15.6,(4-5-6) 10.0,-,-,
2013,39,1,15R,① 주은석,④ 한 진,⑤ 김영욱,(1) 2.6,"(1) 1.4, (4) 1.4",(1-4) 4.7,(1-4) 2.5,(1-4-5) 6.1,-,-,
2013,38,2,01R,① 윤영근,③ 오세준,② 이경섭,(1) 1.7,"(1) 1.1, (3) 1.5",(1-3) 7.7,(1-3) 5.5,(1-2-3) 9.0,-,-,
2013,38,2,02R,④ 사재준,① 조현귀,② 조성인,(4) 2.2,"(4) 1.3, (1) 2.1",(4-1) 6.4,(1-4) 4.0,(1-2-4) 5.7,-,-,
2013,38,2,03R,⑤ 전두식,① 원용관,⑥ 신동길,(5) 6.2,"(5) 2.2, (1) 1.8",(5-1) 34.3,(1-5) 15.7,(1-5-6) 23.7,-,-,
2013,38,2,04R,⑥ 김종목,② 손지영,① 공상희,(6) 2.9,"(6) 1.9, (2) 1.9",(6-2) 7.0,(2-6) 3.9,(1-2-6) 3.0,-,-,
2013,38,2,05R,⑤ 김현철,① 김정민,② 권명호,(5) 3.1,"(5) 1.9, (1) 1.3",(5-1) 6.5,(1-5) 3.4,(1-2-5) 1.4,-,-,④
2013,38,2,06R,③ 이재학,④ 정민수,① 장영태,(3) 1.3,"(3) 1.0, (4) 2.1",(3-4) 5.0,(3-4) 4.5,(1-3-4) 2.3,-,-,
2013,38,2,07R,② 송종해,③ 김종희,⑤ 오세준,(2) 2.7,"(2) 1.6, (3) 1.8",(2-3) 8.5,(2-3) 4.8,(2-3-5) 6.8,-,-,
2013,38,2,08R,② 정주현,① 윤영일,④ 김지현,(2) 2.2,"(2) 1.6, (1) 1.9",(2-1) 8.3,(1-2) 4.5,(1-2-4) 12.1,-,-,
2013,38,2,09R,⑤ 정인교,⑥ 길현태,③ 김선필,(5) 3.1,"(5) 1.6, (6) 1.4",(5-6) 7.7,(5-6) 3.3,(3-5-6) 21.4,-,-,
2013,38,2,10R,① 배혜민,② 정훈민,⑥ 조성인,(1) 1.8,"(1) 1.3, (2) 2.6",(1-2) 7.4,(1-2) 5.4,(1-2-6) 31.1,-,-,
2013,38,2,11R,⑥ 주은석,② 이승일,③ 박영수,(6) 6.2,"(6) 2.5, (2) 1.7",(6-2) 18.4,(2-6) 6.6,(2-3-6) 5.2,-,-,
2013,38,2,12R,① 김민천,⑤ 윤영근,② 서화모,(1) 1.4,"(1) 1.2, (5) 1.2",(1-5) 2.9,(1-5) 1.9,(1-2-5) 2.7,-,-,
2013,38,2,13R,② 이태희,⑤ 김정민,③ 경상수,(2) 1.4,"(2) 1.2, (5) 2.2",(2-5) 4.3,(2-5) 3.6,(2-3-5) 3.3,-,-,
2013,38,2,14R,② 김종목,③ 김태규,⑤ 권명호,(2) 1.4,"(2) 1.2, (3) 4.3",(2-3) 10.8,(2-3) 8.2,(2-3-5) 8.3,-,-,
2013,38,2,15R,① 유해광,⑤ 김선필,-,(1) 1.0,([]) 1.0,([]-[]) 1.0,([]-[]) 1.0,([]-[]-[]) -,-,-,② ③ ④ ⑥
2013,38,1,01R,② 김지현,① 신동길,④ 임태경,(2) 19.5,"(2) 4.1, (1) 1.5",(2-1) 51.8,(1-2) 16.1,(1-2-4) 32.5,-,-,
2013,38,1,02R,② 유해광,④ 배혜민,⑥ 김태규,(2) 1.9,"(2) 1.1, (4) 1.3",(2-4) 3.3,(2-4) 1.5,(2-4-6) 4.2,-,-,
2013,38,1,03R,② 이종한,③ 손지영,① 권현기,(2) 3.1,"(2) 1.5, (3) 1.8",(2-3) 12.8,(2-3) 7.4,(1-2-3) 18.8,-,-,
2013,38,1,04R,② 김종민,③ 주은석,⑤ 장영태,(2) 1.2,"(2) 1.2, (3) 1.9",(2-3) 3.2,(2-3) 2.9,(2-3-5) 2.3,-,-,
2013,38,1,05R,⑤ 이태희,③ 김민천,② 김동경,(5) 3.8,"(5) 1.4, (3) 1.0",(5-3) 5.0,(3-5) 1.7,(2-3-5) 2.8,-,-,
2013,38,1,06R,② 이재학,③ 전두식,④ 정훈민,(2) 1.4,"(2) 1.1, (3) 3.7",(2-3) 5.4,(2-3) 4.7,(2-3-4) 9.8,-,-,
2013,38,1,07R,③ 김영민,② 길현태,① 박규순,(3) 15.1,"(3) 2.8, (2) 1.0",(3-2) 28.1,(2-3) 4.0,(1-2-3) 4.8,-,-,
2013,38,1,08R,④ 김종목,① 경상수,⑤ 박영수,(4) 3.1,"(4) 1.4, (1) 1.4",(4-1) 5.7,(1-4) 2.2,(1-4-5) 3.0,-,-,
2013,38,1,09R,④ 신동길,② 박광혁,③ 조현귀,(4) 3.8,"(4) 2.2, (2) 4.2",(4-2) 21.0,(2-4) 11.7,(2-3-4) 15.5,-,-,
2013,38,1,10R,② 임태경,③ 김희용,④ 김현철,(2) 11.4,"(2) 3.4, (3) 3.4",(2-3) 50.2,(2-3) 26.3,(2-3-4) 8.8,-,-,
2013,38,1,11R,② 정인교,④ 김정민,⑤ 유해광,(2) 2.2,"(2) 1.5, (4) 2.0",(2-4) 5.7,(2-4) 4.0,(2-4-5) 2.9,-,-,
2013,38,1,12R,⑤ 이재학,⑥ 김동경,③ 권명호,(5) 1.8,"(5) 1.2, (6) 7.2",(5-6) 13.2,(5-6) 12.9,(3-5-6) 4.5,-,-,
2013,38,1,13R,③ 윤영근,⑤ 김지현,④ 이경원,(3) 1.5,"(3) 1.2, (5) 7.9",(3-5) 10.2,(3-5) 8.7,(3-4-5) 11.6,-,-,
2013,38,1,14R,④ 이경섭,⑤ 김민천,② 장영태,(4) 16.6,"(4) 2.8, (5) 1.9",(4-5) 24.3,(4-5) 9.4,(2-4-5) 5.1,-,-,
2013,38,1,15R,① 사재준,③ 이태희,④ 길현태,(1) 4.1,"(1) 1.9, (3) 1.2",(1-3) 7.6,(1-3) 3.3,(1-3-4) 1.7,-,-,
2013,37,2,01R,① 배혜민,④ 손지영,⑤ 서지혜,(1) 1.3,"(1) 1.0, (4) 2.2",(1-4) 4.7,(1-4) 4.2,(1-4-5) 11.1,-,-,
2013,37,2,02R,③ 이종인,② 나병창,⑥ 윤영근,(3) 12.9,([]) 1.0,(3-2) 9.0,(2-3) 2.2,(2-3-6) 3.2,-,-,④ ⑤
2013,37,2,03R,① 이장호,⑥ 김동민,② 신동열,(1) 1.8,"(1) 2.1, (6) 1.9",(1-6) 7.8,(1-6) 4.1,(1-2-6) 11.6,-,-,
2013,37,2,04R,⑥ 김현철,④ 한종석,② 김종목,(6) 2.4,"(6) 1.4, (4) 3.6",(6-4) 18.9,(4-6) 12.5,(2-4-6) 3.9,-,-,
2013,37,2,05R,④ 이승일,② 김민천,① 이주영,(4) 3.7,"(4) 2.0, (2) 1.2",(4-2) 6.5,(2-4) 2.7,(1-2-4) 1.9,-,-,
2013,37,2,06R,⑤ 진석현,⑥ 정민수,② 여현창,(5) 2.7,"(5) 1.5, (6) 4.4",(5-6) 11.2,(5-6) 9.3,(2-5-6) 7.5,-,-,
2013,37,2,07R,① 권명호,③ 신승지,⑤ 김기한,(1) 5.5,"(1) 2.5, (3) 6.3",(1-3) 46.0,(1-3) 29.0,(1-3-5) 92.0,-,-,
2013,37,2,08R,④ 최광성,⑤ 송종해,① 정주현,(4) 13.3,"(4) 4.4, (5) 3.1",(4-5) 36.6,(4-5) 21.2,(1-4-5) 9.1,-,-,
2013,37,2,09R,④ 심상철,② 김세원,⑥ 오세준,(4) 1.4,"(4) 1.2, (2) 2.3",(4-2) 4.9,(2-4) 3.8,(2-4-6) 6.0,-,-,
2013,37,2,10R,③ 유해광,⑤ 안지민,① 김민길,(3) 7.6,"(3) 3.0, (5) 1.2",(3-5) 11.6,(3-5) 3.9,(1-3-5) 8.0,-,-,
2013,37,2,11R,② 정민수,⑥ 이주영,③ 김현철,(2) 3.1,"(2) 1.4, (6) 3.5",(2-6) 22.8,(2-6) 17.3,(2-3-6) 6.1,-,-,
2013,37,2,12R,③ 이택근,① 손지영,② 진석현,(3) 4.5,"(3) 1.7, (1) 3.1",(3-1) 22.5,(1-3) 11.3,(1-2-3) 9.3,-,-,
2013,37,2,13R,② 김국흠,⑤ 김종목,① 최광성,(2) 2.6,"(2) 1.5, (5) 3.3",(2-5) 14.7,(2-5) 10.0,(1-2-5) 14.0,-,-,
2013,37,2,14R,② 어선규,① 길현태,③ 김효년,(2) 3.8,"(2) 1.6, (1) 1.6",(2-1) 7.7,(1-2) 3.7,(1-2-3) 6.6,-,-,
2013,37,2,15R,② 이승일,⑤ 김대선,③ 안지민,(2) 2.1,"(2) 1.8, (5) 4.3",(2-5) 15.4,(2-5) 12.1,(2-3-5) 5.7,-,-,
2013,37,1,01R,④ 전정환,① 이흥우,⑥ 신승지,(4) 49.1,"(4) 8.2, (1) 4.2",(4-1) 239.1,(1-4) 85.9,(1-4-6) 136.3,-,-,
2013,37,1,02R,② 이태희,⑤ 정민수,⑥ 문주엽,(2) 1.6,"(2) 1.3, (5) 1.9",(2-5) 3.8,(2-5) 2.8,(2-5-6) 3.7,-,-,
2013,37,1,03R,① 길현태,⑤ 최영재,⑥ 정주현,(1) 1.3,"(1) 1.1, (5) 2.7",(1-5) 4.7,(1-5) 3.6,(1-5-6) 2.9,-,-,
2013,37,1,04R,① 어선규,② 배혜민,⑥ 손동민,(1) 1.6,"(1) 1.3, (2) 1.7",(1-2) 3.3,(1-2) 2.5,(1-2-6) 6.4,-,-,
2013,37,1,05R,① 김국흠,⑥ 김종민,③ 나병창,(1) 3.2,"(1) 1.6, (6) 1.6",(1-6) 8.7,(1-6) 4.1,(1-3-6) 3.1,-,-,
2013,37,1,06R,③ 김종목,④ 송종해,⑤ 손지영,(3) 4.0,"(3) 1.7, (4) 3.4",(3-4) 12.6,(3-4) 8.5,(3-4-5) 24.1,-,-,
2013,37,1,07R,⑤ 김현철,① 김영욱,② 안지민,(5) 2.7,"(5) 1.2, (1) 5.6",(5-1) 28.1,(1-5) 17.9,(1-2-5) 4.1,-,-,
2013,37,1,08R,① 김효년,③ 이주영,④ 진석현,(1) 2.6,"(1) 1.8, (3) 2.0",(1-3) 12.1,(1-3) 8.0,(1-3-4) 10.3,-,-,
2013,37,1,09R,① 이재학,② 김동민,⑥ 한 진,(1) 1.4,"(1) 1.2, (2) 1.5",(1-2) 2.9,(1-2) 2.4,(1-2-6) 3.2,-,-,
2013,37,1,10R,⑤ 김민천,① 사재준,⑥ 최광성,(5) 1.5,"(5) 1.2, (1) 2.0",(5-1) 5.2,(1-5) 3.5,(1-5-6) 9.6,-,-,
